-0.022 0.076 -0.23 -0.196 0.416 0.612 
-0.02 0.074 -0.232 -0.188 0.424 0.612 
-0.02 0.078 -0.23 -0.196 0.42 0.616 
-0.02 0.072 -0.232 -0.184 0.424 0.608 
-0.02 0.074 -0.228 -0.188 0.416 0.604 
-0.016 0.074 -0.234 -0.18 0.436 0.616 
-0.02 0.07 -0.234 -0.18 0.428 0.608 
-0.018 0.068 -0.234 -0.172 0.432 0.604 
-0.02 0.064 -0.232 -0.168 0.424 0.592 
-0.016 0.064 -0.236 -0.16 0.44 0.6 
-0.016 0.066 -0.23 -0.164 0.428 0.592 
-0.02 0.066 -0.232 -0.172 0.424 0.596 
-0.02 0.068 -0.232 -0.176 0.424 0.6 
-0.018 0.066 -0.234 -0.168 0.432 0.6 
-0.02 0.066 -0.232 -0.172 0.424 0.596 
-0.018 0.066 -0.232 -0.168 0.428 0.596 
-0.018 0.066 -0.23 -0.168 0.424 0.592 
-0.02 0.068 -0.232 -0.176 0.424 0.6 
-0.02 0.064 -0.234 -0.168 0.428 0.596 
-0.02 0.064 -0.232 -0.168 0.424 0.592 
-0.02 0.066 -0.238 -0.172 0.436 0.608 
-0.018 0.066 -0.232 -0.168 0.428 0.596 
-0.02 0.064 -0.232 -0.168 0.424 0.592 
-0.02 0.066 -0.23 -0.172 0.42 0.592 
-0.016 0.064 -0.234 -0.16 0.436 0.596 
-0.018 0.066 -0.232 -0.168 0.428 0.596 
-0.02 0.07 -0.236 -0.18 0.432 0.612 
-0.018 0.066 -0.236 -0.168 0.436 0.604 
-0.018 0.06 -0.234 -0.156 0.432 0.588 
-0.018 0.064 -0.232 -0.164 0.428 0.592 
-0.02 0.064 -0.232 -0.168 0.424 0.592 
-0.02 0.064 -0.238 -0.168 0.436 0.604 
-0.018 0.064 -0.232 -0.164 0.428 0.592 
-0.016 0.066 -0.234 -0.164 0.436 0.6 
-0.016 0.064 -0.232 -0.16 0.432 0.592 
-0.016 0.062 -0.232 -0.156 0.432 0.588 
-0.018 0.064 -0.234 -0.164 0.432 0.596 
-0.018 0.062 -0.234 -0.16 0.432 0.592 
-0.02 0.06 -0.234 -0.16 0.428 0.588 
-0.018 0.064 -0.23 -0.164 0.424 0.588 
-0.018 0.066 -0.234 -0.168 0.432 0.6 
-0.018 0.064 -0.232 -0.164 0.428 0.592 
-0.02 0.064 -0.236 -0.168 0.432 0.6 
-0.018 0.064 -0.234 -0.164 0.432 0.596 
-0.018 0.066 -0.238 -0.168 0.44 0.608 
-0.018 0.064 -0.232 -0.164 0.428 0.592 
-0.018 0.064 -0.234 -0.164 0.432 0.596 
-0.018 0.064 -0.23 -0.164 0.424 0.588 
-0.02 0.064 -0.23 -0.168 0.42 0.588 
-0.018 0.064 -0.232 -0.164 0.428 0.592 
-0.018 0.062 -0.236 -0.16 0.436 0.596 
-0.02 0.064 -0.232 -0.168 0.424 0.592 
-0.02 0.062 -0.234 -0.164 0.428 0.592 
-0.018 0.064 -0.232 -0.164 0.428 0.592 
-0.02 0.064 -0.234 -0.168 0.428 0.596 
-0.018 0.06 -0.234 -0.156 0.432 0.588 
-0.018 0.064 -0.232 -0.164 0.428 0.592 
-0.018 0.062 -0.232 -0.16 0.428 0.588 
-0.018 0.062 -0.234 -0.16 0.432 0.592 
-0.018 0.066 -0.232 -0.168 0.428 0.596 
-0.02 0.062 -0.234 -0.164 0.428 0.592 
-0.018 0.064 -0.234 -0.164 0.432 0.596 
-0.02 0.064 -0.234 -0.168 0.428 0.596 
-0.02 0.064 -0.232 -0.168 0.424 0.592 
-0.02 0.064 -0.234 -0.168 0.428 0.596 
-0.016 0.06 -0.232 -0.152 0.432 0.584 
-0.026 0.086 -0.212 -0.224 0.372 0.596 
-0.036 0.084 -0.188 -0.24 0.304 0.544 
-0.022 0.072 -0.238 -0.188 0.432 0.62 
-0.03 0.092 -0.236 -0.244 0.412 0.656 
0.09 0.106 -0.204 -0.032 0.588 0.62 
0.06 0.064 -0.174 -0.008 0.468 0.476 
0.056 0.208 -0.16 -0.304 0.432 0.736 
0.024 0.262 -0.058 -0.476 0.164 0.64 
0.012 0.208 -0.058 -0.392 0.14 0.532 
0.044 0.212 -0.07 -0.336 0.228 0.564 
0.048 0.232 -0.068 -0.368 0.232 0.6 
0.054 0.23 -0.118 -0.352 0.344 0.696 
-0.068 0.218 -0.164 -0.572 0.192 0.764 
-0.136 0.106 -0.13 -0.484 -0.012 0.472 
-0.162 0.056 -0.146 -0.436 -0.032 0.404 
-0.18 0.006 -0.16 -0.372 -0.04 0.332 
-0.19 -0.022 -0.154 -0.336 -0.072 0.264 
-0.19 -0.052 -0.152 -0.276 -0.076 0.2 
-0.188 -0.066 -0.142 -0.244 -0.092 0.152 
-0.182 -0.092 -0.136 -0.18 -0.092 0.088 
-0.176 -0.108 -0.13 -0.136 -0.092 0.044 
-0.178 -0.11 -0.124 -0.136 -0.108 0.028 
-0.176 -0.114 -0.122 -0.124 -0.108 0.016 
-0.176 -0.092 -0.13 -0.168 -0.092 0.076 
-0.166 -0.014 -0.146 -0.304 -0.04 0.264 
-0.144 0.122 -0.144 -0.532 0 0.532 
0.002 0.256 -0.12 -0.508 0.244 0.752 
0.026 0.228 -0.108 -0.404 0.268 0.672 
0.036 0.232 -0.112 -0.392 0.296 0.688 
0.062 0.216 -0.11 -0.308 0.344 0.652 
0.084 0.18 -0.122 -0.192 0.412 0.604 
0.158 0.172 -0.118 -0.028 0.552 0.58 
0.192 0.112 -0.192 0.16 0.768 0.608 
0.186 0.11 -0.102 0.152 0.576 0.424 
0.188 0.132 -0.122 0.112 0.62 0.508 
0.218 0.164 -0.086 0.108 0.608 0.5 
0.178 0.178 -0.026 0 0.408 0.408 
0.308 0.186 0.022 0.244 0.572 0.328 
0.198 0.048 0.074 0.3 0.248 -0.052 
0.24 0.076 -0.032 0.328 0.544 0.216 
0.286 0.06 -0.018 0.452 0.608 0.156 
0.216 0.01 -0.052 0.412 0.536 0.124 
0.222 0.088 -0.044 0.268 0.532 0.264 
0.346 0.002 -0.07 0.688 0.832 0.144 
0.306 0.052 -0.012 0.508 0.636 0.128 
0.26 0.082 0.036 0.356 0.448 0.092 
0.182 -0.01 -0.102 0.384 0.568 0.184 
0.228 0.04 -0.056 0.376 0.568 0.192 
0.264 0.042 -0.072 0.444 0.672 0.228 
0.288 0.04 -0.042 0.496 0.66 0.164 
0.26 0.07 0.036 0.38 0.448 0.068 
0.186 0 -0.066 0.372 0.504 0.132 
0.218 0.026 -0.048 0.384 0.532 0.148 
0.362 0.052 -0.096 0.62 0.916 0.296 
0.254 0.058 -0.002 0.392 0.512 0.12 
0.286 0.046 0.036 0.48 0.5 0.02 
0.256 -0.054 -0.05 0.62 0.612 -0.008 
0.228 0.044 -0.062 0.368 0.58 0.212 
0.228 0.02 -0.058 0.416 0.572 0.156 
0.276 0.028 0.002 0.496 0.548 0.052 
0.182 0.048 -0.1 0.268 0.564 0.296 
0.232 0.056 -0.036 0.352 0.536 0.184 
0.432 0.046 -0.144 0.772 1.152 0.38 
0.254 0.028 -0.034 0.452 0.576 0.124 
0.256 0.054 0.014 0.404 0.484 0.08 
0.258 -0.026 -0.054 0.568 0.624 0.056 
0.248 0.064 -0.084 0.368 0.664 0.296 
0.298 0.032 -0.082 0.532 0.76 0.228 
0.284 0.078 0.054 0.412 0.46 0.048 
0.202 0.102 -0.038 0.2 0.48 0.28 
0.13 0.122 -0.072 0.016 0.404 0.388 
0.204 0.316 -0.002 -0.224 0.412 0.636 
0.152 0.192 0.06 -0.08 0.184 0.264 
0.17 0.204 0.034 -0.068 0.272 0.34 
0.274 0.162 -0.042 0.224 0.632 0.408 
0.122 0.136 -0.102 -0.028 0.448 0.476 
0.146 0.184 -0.034 -0.076 0.36 0.436 
0.15 0.156 -0.076 -0.012 0.452 0.464 
0.106 0.162 -0.176 -0.112 0.564 0.676 
0.098 0.032 -0.206 0.132 0.608 0.476 
0.154 0.01 -0.164 0.288 0.636 0.348 
0.21 0.012 -0.162 0.396 0.744 0.348 
0.18 -0.01 -0.178 0.38 0.716 0.336 
0.194 -0.02 -0.152 0.428 0.692 0.264 
0.202 -0.046 -0.138 0.496 0.68 0.184 
0.206 -0.044 -0.134 0.5 0.68 0.18 
0.206 -0.032 -0.136 0.476 0.684 0.208 
0.208 -0.026 -0.13 0.468 0.676 0.208 
0.214 -0.032 -0.126 0.492 0.68 0.188 
0.216 -0.04 -0.124 0.512 0.68 0.168 
0.216 -0.038 -0.118 0.508 0.668 0.16 
0.216 -0.046 -0.118 0.524 0.668 0.144 
0.216 -0.036 -0.122 0.504 0.676 0.172 
0.214 -0.046 -0.122 0.52 0.672 0.152 
0.208 -0.038 -0.128 0.492 0.672 0.18 
0.212 -0.03 -0.132 0.484 0.688 0.204 
0.212 -0.022 -0.13 0.468 0.684 0.216 
0.216 -0.024 -0.126 0.48 0.684 0.204 
0.218 -0.01 -0.124 0.456 0.684 0.228 
0.222 0.004 -0.118 0.436 0.68 0.244 
0.224 -0.022 -0.114 0.492 0.676 0.184 
0.214 -0.026 -0.124 0.48 0.676 0.196 
0.206 -0.036 -0.14 0.484 0.692 0.208 
0.246 -0.06 -0.256 0.612 1.004 0.392 
0.166 0.068 -0.144 0.196 0.62 0.424 
0.172 0.098 -0.11 0.148 0.564 0.416 
0.214 0.144 -0.066 0.14 0.56 0.42 
0.256 0.094 -0.062 0.324 0.636 0.312 
0.242 0.058 -0.048 0.368 0.58 0.212 
0.244 0.048 -0.046 0.392 0.58 0.188 
0.244 0.056 -0.044 0.376 0.576 0.2 
0.242 0.058 -0.044 0.368 0.572 0.204 
0.252 0.052 -0.048 0.4 0.6 0.2 
0.246 0.044 -0.044 0.404 0.58 0.176 
0.244 0.052 -0.04 0.384 0.568 0.184 
0.246 0.052 -0.044 0.388 0.58 0.192 
0.242 0.048 -0.044 0.388 0.572 0.184 
0.242 0.052 -0.04 0.38 0.564 0.184 
0.244 0.048 -0.046 0.392 0.58 0.188 
0.242 0.052 -0.04 0.38 0.564 0.184 
0.244 0.048 -0.046 0.392 0.58 0.188 
0.242 0.054 -0.046 0.376 0.576 0.2 
0.254 0.056 -0.038 0.396 0.584 0.188 
0.256 0.052 -0.016 0.408 0.544 0.136 
0.272 0.054 -0.014 0.436 0.572 0.136 
0.25 0.05 -0.026 0.4 0.552 0.152 
0.238 0.014 -0.062 0.448 0.6 0.152 
0.252 0.012 -0.062 0.48 0.628 0.148 
0.248 0.018 -0.046 0.46 0.588 0.128 
0.226 0.076 -0.106 0.3 0.664 0.364 
0.148 0.204 -0.108 -0.112 0.512 0.624 
0.156 0.188 -0.036 -0.064 0.384 0.448 
0.15 0.178 -0.058 -0.056 0.416 0.472 
0.124 0.216 -0.088 -0.184 0.424 0.608 
0.092 0.196 -0.102 -0.208 0.388 0.596 
0.104 0.214 -0.066 -0.22 0.34 0.56 
0.108 0.208 0.038 -0.2 0.14 0.34 
0.188 0.18 0.012 0.016 0.352 0.336 
0.248 0.118 -0.048 0.26 0.592 0.332 
0.244 0.12 -0.006 0.248 0.5 0.252 
0.114 0.196 0.064 -0.164 0.1 0.264 
0.16 0.204 0.08 -0.088 0.16 0.248 
0.086 0.284 0.084 -0.396 0.004 0.4 
0.064 0.216 0.13 -0.304 -0.132 0.172 
0.058 0.19 -0.012 -0.264 0.14 0.404 
0.046 0.274 0.09 -0.456 -0.088 0.368 
0.036 0.258 0.056 -0.444 -0.04 0.404 
0.022 0.224 0.01 -0.404 0.024 0.428 
0.048 0.266 -0.036 -0.436 0.168 0.604 
0.09 0.25 -0.018 -0.32 0.216 0.536 
0.032 0.256 -0.072 -0.448 0.208 0.656 
0.03 0.234 -0.076 -0.408 0.212 0.62 
0.142 0.126 -0.144 0.032 0.572 0.54 
0.11 0.004 -0.272 0.212 0.764 0.552 
0.09 0.12 -0.21 -0.06 0.6 0.66 
0.078 0.074 -0.094 0.008 0.344 0.336 
0.176 0.012 -0.22 0.328 0.792 0.464 
0.092 0.088 -0.252 0.008 0.688 0.68 
0.058 0.056 -0.236 0.004 0.588 0.584 
0.076 0.054 -0.222 0.044 0.596 0.552 
0.106 0.052 -0.226 0.108 0.664 0.556 
0.128 0.01 -0.21 0.236 0.676 0.44 
0.148 0.004 -0.208 0.288 0.712 0.424 
0.15 0.002 -0.172 0.296 0.644 0.348 
0.164 -0.002 -0.188 0.332 0.704 0.372 
0.16 0.004 -0.19 0.312 0.7 0.388 
0.162 0.012 -0.186 0.3 0.696 0.396 
0.14 0.028 -0.184 0.224 0.648 0.424 
0.146 0.05 -0.2 0.192 0.692 0.5 
0.126 0.054 -0.208 0.144 0.668 0.524 
0.124 0.04 -0.222 0.168 0.692 0.524 
0.11 0.104 -0.246 0.012 0.712 0.7 
0.156 0.032 -0.202 0.248 0.716 0.468 
0.184 0.036 -0.148 0.296 0.664 0.368 
0.2 0.206 -0.056 -0.012 0.512 0.524 
0.192 0.162 -0.048 0.06 0.48 0.42 
0.27 0.112 -0.066 0.316 0.672 0.356 
0.246 0.08 -0.034 0.332 0.56 0.228 
0.254 0.066 -0.034 0.376 0.576 0.2 
0.344 0.032 -0.05 0.624 0.788 0.164 
0.24 0.034 -0.05 0.412 0.58 0.168 
0.19 0.09 -0.088 0.2 0.556 0.356 
0.184 0.134 -0.04 0.1 0.448 0.348 
0.204 0.126 -0.016 0.156 0.44 0.284 
0.306 0.096 -0.038 0.42 0.688 0.268 
0.27 0.044 -0.052 0.452 0.644 0.192 
0.236 0.044 -0.06 0.384 0.592 0.208 
0.254 0.052 0.008 0.404 0.492 0.088 
0.266 0.066 0.028 0.4 0.476 0.076 
0.262 0.03 0 0.464 0.524 0.06 
0.22 0.018 -0.026 0.404 0.492 0.088 
0.256 0.012 -0.062 0.488 0.636 0.148 
0.28 0.016 -0.05 0.528 0.66 0.132 
0.236 0.034 -0.012 0.404 0.496 0.092 
0.234 0.048 -0.022 0.372 0.512 0.14 
0.266 0.044 -0.024 0.444 0.58 0.136 
0.254 0.058 -0.014 0.392 0.536 0.144 
0.244 0.062 -0.052 0.364 0.592 0.228 
0.226 0.1 -0.068 0.252 0.588 0.336 
0.166 0.128 -0.112 0.076 0.556 0.48 
0.168 0.126 -0.086 0.084 0.508 0.424 
0.228 0.108 -0.136 0.24 0.728 0.488 
0.206 0.118 -0.084 0.176 0.58 0.404 
0.2 0.13 -0.084 0.14 0.568 0.428 
0.19 0.1 -0.096 0.18 0.572 0.392 
0.188 0.14 -0.088 0.096 0.552 0.456 
0.2 0.162 -0.048 0.076 0.496 0.42 
0.2 0.126 -0.022 0.148 0.444 0.296 
0.206 0.152 -0.09 0.108 0.592 0.484 
0.192 0.16 -0.082 0.064 0.548 0.484 
0.19 0.116 -0.078 0.148 0.536 0.388 
0.2 0.12 -0.062 0.16 0.524 0.364 
0.196 0.168 -0.036 0.056 0.464 0.408 
0.196 0.174 0.06 0.044 0.272 0.228 
0.138 0.2 0.15 -0.124 -0.024 0.1 
0.042 0.22 0.09 -0.356 -0.096 0.26 
0.096 0.188 0.124 -0.184 -0.056 0.128 
0.118 0.226 0.224 -0.216 -0.212 0.004 
0.064 0.202 0.154 -0.276 -0.18 0.096 
0.126 0.182 0.14 -0.112 -0.028 0.084 
0.12 0.18 0.134 -0.12 -0.028 0.092 
0.098 0.198 0.178 -0.2 -0.16 0.04 
0.098 0.172 0.152 -0.148 -0.108 0.04 
0.084 0.198 0.134 -0.228 -0.1 0.128 
0.126 0.192 0.12 -0.132 0.012 0.144 
0.094 0.194 0.126 -0.2 -0.064 0.136 
0.122 0.18 0.146 -0.116 -0.048 0.068 
0.108 0.19 0.078 -0.164 0.06 0.224 
0.132 0.206 0.108 -0.148 0.048 0.196 
0.164 0.18 0.08 -0.032 0.168 0.2 
0.156 0.21 0.048 -0.108 0.216 0.324 
0.13 0.2 -0.05 -0.14 0.36 0.5 
0.17 0.158 -0.092 0.024 0.524 0.5 
0.204 0.074 -0.13 0.26 0.668 0.408 
0.23 0.028 -0.194 0.404 0.848 0.444 
0.22 0.08 -0.08 0.28 0.6 0.32 
0.202 0.096 -0.17 0.212 0.744 0.532 
0.188 0.052 -0.136 0.272 0.648 0.376 
0.206 0.004 -0.178 0.404 0.768 0.364 
0.196 0.098 -0.152 0.196 0.696 0.5 
0.202 0.06 -0.178 0.284 0.76 0.476 
0.21 0.066 -0.116 0.288 0.652 0.364 
0.19 0.066 -0.154 0.248 0.688 0.44 
0.206 0.094 -0.126 0.224 0.664 0.44 
0.162 0.238 0.028 -0.152 0.268 0.42 
0.082 0.234 0.126 -0.304 -0.088 0.216 
0.084 0.204 0.092 -0.24 -0.016 0.224 
0.094 0.262 -0.014 -0.336 0.216 0.552 
0.23 0.214 -0.144 0.032 0.748 0.716 
0.184 0.074 -0.106 0.22 0.58 0.36 
0.208 0.002 -0.196 0.412 0.808 0.396 
0.222 0.112 -0.074 0.22 0.592 0.372 
0.196 0.106 -0.134 0.18 0.66 0.48 
0.2 0.106 -0.132 0.188 0.664 0.476 
0.198 0.136 -0.096 0.124 0.588 0.464 
0.186 0.126 -0.094 0.12 0.56 0.44 
0.196 0.124 -0.078 0.144 0.548 0.404 
0.246 0.13 -0.158 0.232 0.808 0.576 
0.064 0.21 0.15 -0.292 -0.172 0.12 
0.126 0.222 0.094 -0.192 0.064 0.256 
0.1 0.214 0.134 -0.228 -0.068 0.16 
0.086 0.176 0.156 -0.18 -0.14 0.04 
0.128 0.168 0.16 -0.08 -0.064 0.016 
0.17 0.13 0.146 0.08 0.048 -0.032 
0.148 0.244 0.144 -0.192 0.008 0.2 
0.152 0.154 0.044 -0.004 0.216 0.22 
0.142 0.206 0.044 -0.128 0.196 0.324 
0.16 0.212 0.01 -0.104 0.3 0.404 
0.146 0.17 -0.056 -0.048 0.404 0.452 
0.214 0.12 -0.104 0.188 0.636 0.448 
0.23 0.026 -0.166 0.408 0.792 0.384 
0.228 0.034 -0.126 0.388 0.708 0.32 
0.208 0.042 -0.098 0.332 0.612 0.28 
0.2 0.148 -0.04 0.104 0.48 0.376 
0.056 0.21 0.082 -0.308 -0.052 0.256 
0.06 0.23 0.03 -0.34 0.06 0.4 
0.08 0.21 -0.098 -0.26 0.356 0.616 
0.076 0.228 -0.054 -0.304 0.26 0.564 
0.124 0.188 -0.056 -0.128 0.36 0.488 
0.118 0.222 -0.038 -0.208 0.312 0.52 
0.138 0.2 -0.06 -0.124 0.396 0.52 
0.178 0.162 -0.094 0.032 0.544 0.512 
0.164 0.168 -0.114 -0.008 0.556 0.564 
0.122 0.186 -0.08 -0.128 0.404 0.532 
0.218 0.162 -0.034 0.112 0.504 0.392 
0.212 0.136 -0.126 0.152 0.676 0.524 
0.19 0.162 -0.038 0.056 0.456 0.4 
0.204 0.192 -0.002 0.024 0.412 0.388 
0.152 0.238 0.056 -0.172 0.192 0.364 
0.06 0.246 0.026 -0.372 0.068 0.44 
0.032 0.248 0.056 -0.432 -0.048 0.384 
0.016 0.222 0.176 -0.412 -0.32 0.092 
0.07 0.23 0.09 -0.32 -0.04 0.28 
0.132 0.208 0.146 -0.152 -0.028 0.124 
0.104 0.216 0.188 -0.224 -0.168 0.056 
0.144 0.168 0.188 -0.048 -0.088 -0.04 
0.078 0.174 0.174 -0.192 -0.192 0 
0.116 0.18 0.182 -0.128 -0.132 -0.004 
0.116 0.174 0.142 -0.116 -0.052 0.064 
0.118 0.17 0.148 -0.104 -0.06 0.044 
0.118 0.178 0.144 -0.12 -0.052 0.068 
0.114 0.192 0.15 -0.156 -0.072 0.084 
0.118 0.176 0.13 -0.116 -0.024 0.092 
0.118 0.186 0.134 -0.136 -0.032 0.104 
0.126 0.186 0.134 -0.12 -0.016 0.104 
0.126 0.184 0.126 -0.116 0 0.116 
0.134 0.182 0.122 -0.096 0.024 0.12 
0.138 0.192 0.114 -0.108 0.048 0.156 
0.14 0.182 0.114 -0.084 0.052 0.136 
0.142 0.188 0.11 -0.092 0.064 0.156 
0.15 0.18 0.096 -0.06 0.108 0.168 
0.146 0.188 0.098 -0.084 0.096 0.18 
0.144 0.186 0.102 -0.084 0.084 0.168 
0.142 0.19 0.102 -0.096 0.08 0.176 
0.144 0.19 0.098 -0.092 0.092 0.184 
0.144 0.192 0.104 -0.096 0.08 0.176 
0.114 0.206 0.09 -0.184 0.048 0.232 
0.106 0.208 0.09 -0.204 0.032 0.236 
0.124 0.222 0.13 -0.196 -0.012 0.184 
0.092 0.226 0.15 -0.268 -0.116 0.152 
0.092 0.2 0.148 -0.216 -0.112 0.104 
0.132 0.202 0.084 -0.14 0.096 0.236 
0.076 0.256 0.098 -0.36 -0.044 0.316 
0.064 0.206 0.11 -0.284 -0.092 0.192 
0.058 0.248 0.102 -0.38 -0.088 0.292 
0.072 0.22 0.136 -0.296 -0.128 0.168 
0.066 0.252 0.112 -0.372 -0.092 0.28 
0.058 0.228 0.074 -0.34 -0.032 0.308 
0.076 0.242 0.044 -0.332 0.064 0.396 
0.092 0.226 0.072 -0.268 0.04 0.308 
0.084 0.242 0.052 -0.316 0.064 0.38 
0.084 0.234 0.052 -0.3 0.064 0.364 
0.08 0.234 0.058 -0.308 0.044 0.352 
0.08 0.238 0.054 -0.316 0.052 0.368 
0.082 0.24 0.072 -0.316 0.02 0.336 
0.068 0.242 0.06 -0.348 0.016 0.364 
0.076 0.238 0.066 -0.324 0.02 0.344 
0.078 0.208 0.044 -0.26 0.068 0.328 
0.074 0.252 0.064 -0.356 0.02 0.376 
0.072 0.238 0.07 -0.332 0.004 0.336 
0.028 0.246 0.022 -0.436 0.012 0.448 
0.016 0.174 -0.016 -0.316 0.064 0.38 
0.116 0.276 -0.05 -0.32 0.332 0.652 
0.108 0.236 -0.032 -0.256 0.28 0.536 
0.078 0.202 -0.034 -0.248 0.224 0.472 
0.142 0.222 -0.03 -0.16 0.344 0.504 
0.194 0.158 -0.034 0.072 0.456 0.384 
0.194 0.162 -0.042 0.064 0.472 0.408 
0.24 0.136 -0.046 0.208 0.572 0.364 
0.266 0.082 -0.006 0.368 0.544 0.176 
0.25 0.04 -0.024 0.42 0.548 0.128 
0.24 0.08 -0.076 0.32 0.632 0.312 
0.234 0.048 -0.078 0.372 0.624 0.252 
0.24 0.038 -0.07 0.404 0.62 0.216 
0.24 0.046 -0.056 0.388 0.592 0.204 
0.234 0.05 -0.062 0.368 0.592 0.224 
0.242 0.056 -0.08 0.372 0.644 0.272 
0.23 0.044 -0.06 0.372 0.58 0.208 
0.236 0.046 -0.068 0.38 0.608 0.228 
0.232 0.05 -0.062 0.364 0.588 0.224 
0.254 0.046 -0.064 0.416 0.636 0.22 
0.24 0.042 -0.058 0.396 0.596 0.2 
0.246 0.05 -0.062 0.392 0.616 0.224 
0.242 0.044 -0.064 0.396 0.612 0.216 
0.242 0.046 -0.072 0.392 0.628 0.236 
0.24 0.042 -0.07 0.396 0.62 0.224 
0.236 0.034 -0.068 0.404 0.608 0.204 
0.252 0.046 -0.084 0.412 0.672 0.26 
0.236 0.09 -0.042 0.292 0.556 0.264 
0.212 0.134 -0.022 0.156 0.468 0.312 
0.192 0.156 0.004 0.072 0.376 0.304 
0.13 0.232 0.068 -0.204 0.124 0.328 
0.098 0.234 0.042 -0.272 0.112 0.384 
0.112 0.216 -0.016 -0.208 0.256 0.464 
0.096 0.25 -0.012 -0.308 0.216 0.524 
0.174 0.176 -0.014 -0.004 0.376 0.38 
0.234 0.15 -0.026 0.168 0.52 0.352 
0.186 0.168 -0.06 0.036 0.492 0.456 
0.174 0.164 -0.048 0.02 0.444 0.424 
0.176 0.178 -0.024 -0.004 0.4 0.404 
0.174 0.184 -0.016 -0.02 0.38 0.4 
0.17 0.194 -0.034 -0.048 0.408 0.456 
0.178 0.186 -0.03 -0.016 0.416 0.432 
0.17 0.17 -0.044 0 0.428 0.428 
0.172 0.178 -0.052 -0.012 0.448 0.46 
0.158 0.188 -0.056 -0.06 0.428 0.488 
0.14 0.204 -0.036 -0.128 0.352 0.48 
